restaurante,reseña,rating,rating_predicho,error_prediccion,sentimiento,longitud
Terrat,El Lugar se veía súper bien. Pero fue desagradable que luego de sentarme en una mesa y pedir la bebida me quitaron porque no era para mi esa mesa. Más,1.0,3.19,2.19,positivo,150
Terrat,Rico el menú. La sangria muy fuerte y no es agradableComida: 5 Más,5.0,5.0,0.0,positivo,66
Terrat,Tenía un año sin ir . Siento que la comida antes estaba mejor . Sin embargo esta buena . Agradable ambiente para ir con amigos y pasar un rato ameno . Hice una reserva por cumpleaños la promoción que dicen no están muy clara . Más,5.0,4.92,0.08000000000000007,positivo,230
Terrat,Agradable ambiente al aire libre para disfrutar el atardecerTipo de pedido Más,5.0,4.2,0.7999999999999998,positivo,78
Terrat,"Lugar acogedor, buen plan para conversar y tomar algo relaxTipo de comida Más",5.0,4.96,0.040000000000000036,positivo,77
Terrat,"En verdad me encantó, elegí el mejor lugar para celebrar un día especial. No pudo ser mejor. Mil gracias por la atención brindada. Gracias a la mesera (no recuerdo su nombre), al gerente Fran y todo el staff Más",5.0,3.76,1.2400000000000002,positivo,211
Terrat,"Muy lindo y acogedor, agradable la música y el servicioComida: 5 Más",5.0,5.0,0.0,positivo,68
Terrat,"Un lugar para pasar el sunset , con buenos cócteles, buena comida y excelente ambiente , solemos ir con frecuencia después de la oficina y siempre quedamos con ganas de volver Más",5.0,4.96,0.040000000000000036,positivo,179
Terrat,"Muy lindo lugar y la comida es sin lugar a dudas, excelente. Los precios están dentro del rango accesible (ojalá los mantengan así). Lo único criticable por el momento es que si haces reserva, debes considerar contar un par de sillas más. Más",4.0,4.78,0.7800000000000002,positivo,242
Terrat,Dependiendo de la hora puedes hacer reserva pero sino te confirman quiere decir que tú mesa no está asegurada. Tenía una reserva a las 10pm como no fue confirmada no había disponibilidad de mesa pero la hora quedó en estar pendiente Más,3.0,3.19,0.18999999999999995,neutral,236
Terrat,No es pet friendly (no tiene sentido que no lo sea). La comida no es memorable diría que el precio está OK. La atención no fue buena; fueron nice pero eramos un cumpleaños grande y todavía Más,2.0,4.62,2.62,positivo,192
Terrat,"De aqui amo todo, pero sobre todo la atención de Oswald!! Pide los pork belly, los dumplings trufados y los patacones, wow!! Más",5.0,4.61,0.3899999999999997,neutral,128
Terrat,La comida es delicioso pero porciones regulares.Comida: 4 Más,5.0,5.0,0.0,positivo,61
Terrat,Agradable lugar... Complicado el tema de estacionamiento....Tipo de comida Más,4.0,4.2,0.20000000000000018,positivo,78
Terrat,Fui con amigos y nos encantó el lugar la comida perfecta para compartir y los cócteles de autor deliciosos Más,5.0,4.92,0.08000000000000007,positivo,110
Terrat,Verme obligado a pagar valet parking cuando el edificio cuenta con su propio estacionamiento no me hizo sentido. Más,3.0,3.7,0.7000000000000002,positivo,116
Terrat,"Al llegar, la atención fue inmediata para llevarnos a la mesa. Sin embargo, solicitamos la bebida primero y luego la comida. La comida llegó primero y seguiamos esperando por la bebida: y ya casi Más",4.0,3.03,0.9700000000000002,negativo,199
Terrat,"Un ambiente excelente, ideal para compartir con amigos. Platos diversos y muy buenos, así como los tragos. La atención esta muy bien. Más",5.0,4.99,0.009999999999999787,positivo,137
Terrat,Excelente azotea. Buena atención. Un punto a mejorar es colocar paraguas en caso de llovizna o lluvia. Nos toco movernos varias veces por lluvia. El ambiente muy bueno,4.0,4.42,0.41999999999999993,positivo,167
Terrat,Tuvimos una mala experiencia... No se hizo la reserva como era... Llegamos y no había suficiente espacio para la cantidad de personas... No pudieron resolver... Personas fumando ser a de uno... Además ay que pagar estacionamiento para consumir en un lugar tan caro Más,1.0,1.48,0.48,negativo,268
Terrat,"Hermoso Rooftop para tomar y comer algo rico en pareja, ambiente agradable y precios buenosTipo de p Más",5.0,5.0,0.0,positivo,104
Terrat,Buena opción para After OfficeTipo de comidaOtro Más,5.0,4.83,0.16999999999999993,positivo,52
Terrat,"No lo conocía, no sabía que me estaba perdiendo, lo mejor after work lo recomiendo altamente, buena música, volumen perfecto, bella atención! Más",5.0,4.99,0.009999999999999787,positivo,145
Terrat,"Lugar súper bonito, excelente para ir a compartir momentos especialesTipo de comida Más",5.0,4.98,0.019999999999999574,positivo,87
Terrat,"Excelente lugar, buen ambiente , precios promedio de la calidad de estos lugares El atardecer espectacular, los 2x1 deberían extenderlos hasta las 8 Más",5.0,4.98,0.019999999999999574,positivo,152
Terrat,"Notable, muy buen ambiente y el servicio de Jarod Martínez fue increíble!!! Muchísimas gracias Terrat!!! Más",5.0,4.94,0.05999999999999961,positivo,108
Terrat,"La comida me gustó, buen ambiente y muy buen servicio. Recomendado el lomito y el aperol spritz.Tipo Más",5.0,5.0,0.0,positivo,104
Terrat,"El lugar es muy lindo, pero la comida es promedio y los cocteles que probamos estaban insipidos y muy malos :( Más",3.0,2.99,0.009999999999999787,negativo,114
Terrat,"El servicio es súper lento, demoran demasiado en llevarte las bebidas y ni se diga de la comida. Reservamos para 10 personas y solo habían 8 sillas. Más",1.0,1.77,0.77,negativo,152
Terrat,Excelente lugar Comida: 4Servicio: Más,5.0,4.96,0.040000000000000036,positivo,38
Terrat,"Todo es super bueno, lugar perfecto para socializar e interactuar en un after officeComida: 5 Más",5.0,3.9,1.1,positivo,97
Terrat,Muy bonito ambientales,5.0,4.92,0.08000000000000007,positivo,22
Terrat,"El área bajo techo es caliente, te ponen unos abanicos de batería q no refrescan mucho. La atención es pésima y nunca aceptan su culpa. Más",1.0,3.03,2.03,negativo,139
Terrat,"A mi esposa le gusta, va con sus amigas, el atardecer es bonito y tiene buenos preciosComida: Más",5.0,5.0,0.0,positivo,97
Terrat,Excelente lugar para compartir. Amniente agradable parking. Y muy InstagrameableTipo de comida Más,5.0,4.59,0.41000000000000014,positivo,98
Terrat,Comida no fue muy agradable de paso fría y la cerveza calientePrecio por persona Más,1.0,3.16,2.16,neutral,84
Terrat,excelente espacio para compartir con amigos y amigas!Comida: 5 Más,5.0,5.0,0.0,positivo,66
Terrat,"Buena comida, buen ambiente. No es barato pero si asequibleTipo de pedido Más",5.0,4.97,0.03000000000000025,positivo,77
Terrat,"buen ambiente, musica cool, buena vista",5.0,4.97,0.03000000000000025,positivo,39
Terrat,Muy rica la comida y super lindo el ambiente. Lastimosamente el servicio fatal.Tipo de pedido Más,3.0,3.9,0.8999999999999999,positivo,97
Terrat,"Muy buena la comida, el servicio y buen ambienteComida: 5 Más",5.0,4.66,0.33999999999999986,positivo,61
Terrat,"El lugar muy ameno, la comida deliciosa y muy buena atención, 100 recomendado",5.0,4.96,0.040000000000000036,positivo,77
Terrat,"Deliciosa entraña, pero recomiendo algún complemento para la carne.Tipo de pedido Más",4.0,4.57,0.5700000000000003,positivo,85
Terrat,Celebré mi Cumpleaños y fue muy lindo todo,5.0,4.99,0.009999999999999787,positivo,42
Terrat,El mejor Rooftop de Panamá.. Comida 1000 10 Atención 1000 10 Ambiente 1000 10Comida: 5 Más,5.0,4.93,0.07000000000000028,positivo,90
Terrat,"Me encantó, todo estuvo perfecto.Tipo de pedidoConsumo en el lugar Más",5.0,5.0,0.0,positivo,70
Terrat,Muy bonito lugarComida: 5Servicio: Más,5.0,4.92,0.08000000000000007,positivo,38
Terrat,"Excelente, ambiente para pasarlo familiarPrecio por personaPAB 20-25 Más",5.0,5.0,0.0,positivo,72
Terrat,Excelente lugar para disfrutar de unos tragos y platillos,5.0,5.0,0.0,positivo,57
Terrat,Pésima la atención y demoran demasiado para traer los tragos.,1.0,1.97,0.97,negativo,61
Terrat,Muy buena comida y ambiente.Tipo de pedidoConsumo en el lugar Más,5.0,4.83,0.16999999999999993,positivo,65
Terrat,Exelente mui confortable y maravilloso se lo recomiendo .Comida: 5 Más,5.0,4.98,0.019999999999999574,positivo,70
Terrat,"Me encantó la comida, la terraza es grandiosaComida: 5 Más",5.0,4.53,0.46999999999999975,positivo,58
Terrat,La comida buena!!! El trago de mezcal no se los recomiendo,4.0,4.53,0.5300000000000002,positivo,58
Terrat,Excelente lugar para disfrutar el lanzamiento del Auténtico corajillo en Panamá,5.0,4.99,0.009999999999999787,positivo,79
Terrat,"Excelente ambiente, comida, bebidas y servicio.",5.0,4.16,0.8399999999999999,positivo,47
Terrat,Mucho hielo a la venta!Servicio: 4 Más,3.0,3.64,0.6400000000000001,neutral,38
Terrat,Excelente atención y un lugar acogedor,5.0,4.99,0.009999999999999787,positivo,38
Terrat,"Excelente,muy recomendableComida: 5 Más",5.0,4.99,0.009999999999999787,positivo,39
Terrat,Excelente lugar para disfrutar en familiaComida: 4 Más,5.0,5.0,0.0,positivo,54
Terrat,Me encanta Terrat!Precio por personaPAB 15-20 Más,5.0,5.0,0.0,positivo,49
Terrat,El lugar perfecto para compartirTipo de pedidoConsumo en el lugar Más,5.0,5.0,0.0,positivo,69
Terrat,Me gusta mucho el.ambiente,5.0,4.89,0.11000000000000032,positivo,26
Terrat,El lugar es bueno pero la atención terrible,3.0,4.08,1.08,neutral,43
Terrat,Buena comida y buen ambiente.Tipo de pedidoConsumo en el lugar Más,5.0,4.97,0.03000000000000025,positivo,66
Terrat,excelentes entradas y tragos,5.0,5.0,0.0,positivo,28
Terrat,Excelente atención,5.0,4.97,0.03000000000000025,positivo,18
Terrat,Super ambientePrecio por personaPAB 25-30 Más,5.0,4.75,0.25,positivo,45
Terrat,Vanessa Irina Soto GonzálezLocal Guide 53 opiniones 313 fotos Hace un añoTipo de pedidoConsumo en el lugar Más Me gusta Compartir,4.0,4.15,0.15000000000000036,neutral,129
Terrat,Excelente atención.Tipo de pedidoConsumo en el lugar Más,5.0,5.0,0.0,positivo,56
Terrat,Pesimo ambiente la gente fumando y te tragas todo el humo. La comida NO es su fuerte y los meseros se molestan si pides muchos platos o quieres separar cuentas. No volveré Más,1.0,2.35,1.35,positivo,175
Terrat,Aquí solo pagas por la vista. La comida era bastante mediocre. El servicio fue increíblemente lento y nada amable. Le quité una estrella porque unos amigos vinieron a buscarnos y tuvieron problemas porque les cobraron de más a propósito con la propina. Dijeron que se sintieron estafados. Más,2.0,2.38,0.3799999999999999,neutral,292
Terrat,"Pedí el martini de lichi y los Moscow mules. Ambos estaban deliciosos. Para comer, quería algo ligero, así que pedí atún con chips de nori. Una experiencia genial en la azotea. Más",5.0,4.98,0.019999999999999574,positivo,180
Terrat,"¡La comida estuvo buenísima! El servicio fue un poco lento y cuando pedimos sentarnos cerca del mirador nos dijeron que estaba reservado para un evento, pero luego dejaron sentarse a otras personas. Así que podrían haberlo hecho mejor. Más",4.0,3.92,0.08000000000000007,positivo,239
Terrat,Preciosa terraza en la azotea con una hermosa vista de la ciudad y un ambiente animado. Más,5.0,4.97,0.03000000000000025,positivo,91
Terrat,"Servicio pésimo. Comida grasienta. El lugar es agradable, pero el servicio necesita mejorar muchísimo para siquiera considerarlo malo. ¡No lo recomiendo! Más",1.0,1.98,0.98,neutral,157
Terrat,"Disfruté del Moscow Mule con el toque picante del chiviche, estaba delicioso. El atardecer es un buen momento si no llueve. Hay que pagar 5 dólares por el estacionamiento, aunque no tienen estacionamiento gratuito. Más",5.0,4.34,0.6600000000000001,positivo,218
Terrat,"¡Vistas espectaculares, cócteles deliciosos y comida regular! Me encantó el ambiente y las vistas de la ciudad; nuestro camarero fue muy amable y los precios eran razonables. Más",4.0,5.0,1.0,positivo,178
Terrat,"Este restaurante es imprescindible para ver gente y disfrutar de buena música, parejas, comida y cócteles. Al estar en la azotea, se disfruta de un viento refrescante. Más",5.0,4.93,0.07000000000000028,positivo,171
Terrat,"Si tuviera que describir el servicio, diría que era una actitud de me da igual . ¿Cómo era? Pedir lo mismo una y otra vez, esperar, volver a preguntar. Agua, otra bebida, ¿dónde está el filete?... la cuenta... Más",2.0,2.06,0.06000000000000005,negativo,213
Terrat,Un restaurante en la azotea con entrada privada mediante ascensor. Se requiere reservación para comer aquí. Más,5.0,4.69,0.3099999999999996,neutral,111
Terrat,"Hermoso espacio y excelente comida; servicio decepcionante. Terrat es un restaurante precioso y la comida estuvo excepcional. La pizza de sushi, las hamburguesas y el cóctel Sueño de Verano estuvieron excelentes. Más",2.0,3.2,1.2000000000000002,positivo,216
Terrat,"La comida y el ambiente eran geniales, con las gyosas tako y el filete de ternera con chimichirri. El restaurante de la azotea tenía unas vistas preciosas, pero el servicio de mi camarera fue pésimo. No entendía inglés y noté que dedicaba Más",3.0,4.16,1.1600000000000001,positivo,242
Terrat,"¡Este lugar superó con creces mis expectativas! Es muy bonito, con un diseño moderno. La comida es excepcional, deliciosa y a buen precio. Pedí la pizza de sushi y el martini de lichi, ¡me encantó!",5.0,4.67,0.33000000000000007,positivo,197
Terrat,"Este es uno de los lugares más increíbles que visitamos en Panamá. El personal es maravilloso. La comida y las bebidas son excelentes y la vista es impresionante. Un lugar muy agradable, fresco y romántico. Más",5.0,4.93,0.07000000000000028,positivo,210
Terrat,"Recientemente tuve el placer de visitar Terrat Rooftop en Panamá, y debo decir que fue una experiencia absolutamente increíble. Este bar en la azotea ofrece vistas impresionantes del horizonte de la ciudad, creando una atmósfera Más",5.0,4.96,0.040000000000000036,positivo,232
Terrat,Disfruté mucho de este lugar. La comida estuvo buena. El servicio fue bueno. El ambiente es genial. Sin duda lo recomiendo y volveré. Más,5.0,4.86,0.13999999999999968,positivo,137
Terrat,"Fui con mi pareja un viernes por la noche. Recomiendo reservar, ya que el restaurante se llena muchísimo. El servicio fue bueno, nada de qué quejarse. La comida estaba increíble. Pedimos pizza de sushi de atún y camarones tempura de Más",5.0,4.88,0.1200000000000001,positivo,236
Terrat,Una azotea fantástica en Ciudad de Panamá: la decoración está muy bien lograda y el ambiente es genial. La vista es perfecta para ver el atardecer. Más,5.0,4.34,0.6600000000000001,positivo,151
Terrat,"La comida estuvo excelente, el servicio fue bueno considerando lo lleno que estaba, pero lamentablemente, cuando fuimos a pagar, se equivocaron mucho, así que tener una conversación amable sobre su error y finalmente pagar la cantidad Más",4.0,4.76,0.7599999999999998,positivo,238
Terrat,"Gran experiencia, excelente comida, quizás un poco caro, pero honestamente vale la pena.Precio por p Más",5.0,5.0,0.0,positivo,104
Terrat,El cantante de música en vivo fue excelente Tipo de comidaCena Más,5.0,5.0,0.0,positivo,66
Terrat,"Una de las mejores azoteas de la ciudad, bebidas increíbles, buena comida y un ambiente extraordinario. Más",5.0,4.9,0.09999999999999964,positivo,107
Terrat,"Comida, ambiente y servicio increíbles. Buen precio y gente estupenda, ¡un 6 5 si pudiera!",5.0,4.96,0.040000000000000036,positivo,90
Terrat,Un bar en la azotea con buena comida. Las bebidas estaban bien y las vistas son geniales. Un lugar genial en San Francisco para una cita o una reunión con amigos. Más,5.0,2.9,2.1,positivo,166
Terrat,"Un sitio genial. Tienes que venir durante la hora feliz (de 15:00 a 19:00). Solo 2 dólares por una cerveza, puedes ver la puesta de sol y la ciudad. Nuestro camarero también fue genial. Más",5.0,4.48,0.5199999999999996,positivo,189
Terrat,"El servicio fue excepcional. Éramos una fiesta de más de 25 personas y los camareros, bármanes y chefs estuvieron impecables. Lo recomiendo al 100 . Más",5.0,4.98,0.019999999999999574,positivo,152
Terrat,Tiene un ambiente genial. Es precioso y las bebidas son estupendas.Tipo de comida Más,5.0,4.57,0.4299999999999997,positivo,85
Terrat,Comida y bebidas increíbles a un precio inmejorable considerando la impresionante vista. Pide el Martini de Lichi y Jengibre :),5.0,4.95,0.04999999999999982,positivo,127
Terrat,¡Tuvimos una cena estupenda! El ambiente es muy agradable y la comida estaba deliciosa. Yo pedí el pargo tailandés y mi esposa el bol de arroz salvaje. Ambos quedamos encantados con la comida y comentamos que era la más rica que habíamos Más,5.0,4.63,0.3700000000000001,positivo,241
Terrat,Excelente ambiente y comida.Comida: 4 Más,4.0,4.23,0.23000000000000043,positivo,41
Terrat,"El lugar en sí es muy bonito. La comida es deliciosa, los cócteles son normales. Más",3.0,4.5,1.5,positivo,84
Terrat,Estoy sentado en mi mesa para la cena de mi cumpleaños. Han pasado 30 minutos y ni siquiera nos han traído las bebidas. Una persona ya recibió su comida completa y se la comió. Los otros cinco la estamos mirando comer. Aunque las vistas son bonitas.,1.0,2.66,1.6600000000000001,positivo,249
Terrat,"Todo estuvo genial. Excelente servicio y muy buena comida, la música perfecta. Y precios justos. Más",5.0,4.9,0.09999999999999964,positivo,100
Restaurante El Expreso Santeño,"La comida es excelente y los precios están bien. No es baratísimo, pero pagas por algo que estará super rico. Te tienen paciencia para atenderte. El ambiente es bueno, solo que es abierto, Más",5.0,4.19,0.8099999999999996,positivo,192
Restaurante El Expreso Santeño,"La comida de este restaurante es exquisita, se siente el ambiente Santeño como el nombre del restaurante, sin duda es uno de los mejores en esa área; lo única excepción es que es uno de los más costosos del área, sin embargo, vale muchísimo la pena. Más",5.0,4.45,0.5499999999999998,positivo,253
Restaurante El Expreso Santeño,EXCELENTE COMIDA Y ATENCIÓN SE SIEBTE COMO EN CASA FULL RECOMENDADOComida: 5 Más,5.0,4.83,0.16999999999999993,positivo,80
Restaurante El Expreso Santeño,"La comida es muy rica, pero conviene tener claro exactamente lo que vas a pedir. La señora que atiende no es muy amable ni orienta bien sobre las opciones. Aunque hay un menú visible con precios y acompañamientos incluidos, a la hora de Más",3.0,3.71,0.71,positivo,240
Restaurante El Expreso Santeño,"Excelente experiencia todo limpio y comida saludable, el puerquito ahumado y siempre hay de todo, se lo recomiendo, atención estrellas.",5.0,4.99,0.009999999999999787,positivo,135
Restaurante El Expreso Santeño,"Exelente restaurante de comida típica panameña muy deliciosa,recomendado.Tipo de pedido Más",5.0,4.35,0.6500000000000004,positivo,91
Restaurante El Expreso Santeño,"Muy amables, te hacen sentir en familia. La comida es variada y muy rica, además con excelentes precios. Más",5.0,4.95,0.04999999999999982,positivo,108
Restaurante El Expreso Santeño,"Hoy fui a almorzar con mi esposa y me paso algo muy inusual, tengo que aclarar que la comida es muy sabrosa el asunto fue como era bastante comida tuve que ir a solicitar un envase para llevar y mi sorpresa fue que tuve que pagar 25c. Más",4.0,4.53,0.5300000000000002,positivo,238
Restaurante El Expreso Santeño,"La comida riquísima y a excelente precio, un lugar amplio y limpio. Me encantóComida: 5 Más",5.0,4.99,0.009999999999999787,positivo,91
